Job Title,Company,Salary,Experience,City,Benefits,Skills
Senior Fullstack Developer,CÔNG TY TNHH NFQ VIỆT NAM,"Hồ Chí Minh (mới) & Đà Nẵng (mới)
5 năm",Không yêu cầu,Khác,,"Thương m..., IT - Phần mềm"
Nhân Viên Thiết Kế Đồ Họa - PK Cơ Xương Khớp,PHÒNG KHÁM ĐA KHOA INTERMEC - CHI NHÁNH CÔNG TY TNHH PHÒNG KHÁM ĐA KHOA INTERMEC,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Marketin...
Graphic Designer,CÔNG TY CỔ PHẦN EZ TECHNOLOGY,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
2D Artist,CÔNG TY CỔ PHẦN EZ TECHNOLOGY,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Game, Concept Artist, IT..."
Korean IT Comtor,CÔNG TY TNHH BLUE DRAGON COMMUNICATIONS,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"1 năm ki..., IT Comtor, Nghỉ thứ 7, IT - Phần mềm"
Manual Tester/ Performance Tester - OB Sớm,CÔNG TY TNHH GIẢI PHÁP PHÂN TÍCH DỮ LIỆU INSIGHT DATA,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm"
Data Engineer,"Pro
FPT IS","Hà Nội
3 năm",Không yêu cầu,Khác,,"Data Engineer, Nghỉ thứ 7"
User Acquisition Marketing (Mobile App),CÔNG TY CỔ PHẦN UNISOFT GLOBAL,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Android Developer (Mobile App),CÔNG TY CỔ PHẦN UNISOFT GLOBAL,"Hà Nội
1 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Senior Tester (BA Experience),CÔNG TY CỔ PHẦN SCUTI,"Hà Nội
4 năm",Không yêu cầu,Khác,,"4 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Quản Trị Hệ Thống - Công Nghệ Thông Tin - Lương Upto 27 Triệu,CÔNG TY CỔ PHẦN SCOTS ENGLISH AUSTRALIA,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Giáo dụ..., IT - Phần mềm"
Phân Tích Nghiệp Vụ (Senior),CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,"Hà Nội
2 năm",Không yêu cầu,Khác,,"IT - Phần ..., IT - Phần mềm"
System Administrator,CÔNG TY TNHH TIN HỌC VIỄN THÔNG NHẤT TIẾN CHUNG,"Hà Nội
1 năm",Không yêu cầu,Khác,,
Fullstack Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Ngân hàn..., IT - Phần mềm"
Quality Engineer (Auto + Manual Tester),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,"T..., Ngân hàng, IT - Phần mềm"
Chuyên Viên Thiết Kế Đồ Họa,"Pro
CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ PHÚ NHUẬN - PNJ","Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,May mặc ...
Chuyên Viên Ứng Dụng IOS(IOS Developer Mobile App),ZITGA STUDIOS,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT - P...
Chuyên Viên IT - Lập Trình Ứng Dụng Và Xử Lý Số Liệu,CÔNG TY CỔ PHẦN DEWOO,"Đà Nẵng (mới)
1 năm",Không yêu cầu,Khác,,
Kỹ Thuật Viên Triển Khai,CÔNG TY CỔ PHẦN GIẢI PHÁP TPS,"Đà Nẵng (mới)
1 năm",Không yêu cầu,Khác,,
CTV Lập Trình Viên,2NF SOFTWARE,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Thực Tập Sinh Triển Khai Phần Mềm,CÔNG TY TNHH PHÁT TRIỂN AROMA,Thỏa thuận,Không yêu cầu,Khác,,IT - ...
Nhân Viên Graphic Designer,CÔNG TY TNHH NỘI THẤT & QUẢNG CÁO Á ĐÔNG,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
Junior Graphic Designer,CÔNG TY TNHH GIÁ KHO GROUP,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Bán lẻ -...
Chuyên Viên Thiết Kế,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BHS,"Hà Nội
5 năm",Không yêu cầu,Khác,,Bất động...
Data Analyst Teamleader (Collection Analytics),GALAXY DEBT TRADING COMPANY LIMITED,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Tài chính, Ngân hàng, Data Analyst, IT - Phần ..."
Nhân Viên Thiết Kế,CÔNG TY TNHH CHĂM SÓC MẸ VÀ BÉ TẠI NHÀ HOME CARE,"Hà Nội
1 năm",Không yêu cầu,Khác,,Bán lẻ -...
Database Engineer,CÔNG TY CỔ PHẦN ALADIN CONTRACT,Thỏa thuận,Không yêu cầu,Khác,,"Data Engineer, IT - Phần mềm"
SAP FICO Consultant,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"IT Consultant, Nghỉ thứ 7"
Cộng Tác Viên Level Game Design,CÔNG TY CỔ PHẦN FALCON TECHNOLOGY,Thỏa thuận,Không yêu cầu,Khác,,"Game, Nghỉ thứ 7, Game Design"
AI Engineer,"Pro
FPT IS","Hà Nội
3 năm",Không yêu cầu,Khác,,"3 năm ..., AI Engineer, Nghỉ thứ 7, IT - Phần mềm"
Database Developer,"Pro
CÔNG TY TÀI CHÍNH TNHH HD SAISON","Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,"Data Engineer, Ngân ..., Tài chính, IT - Phần mềm"
Lập Trình Viên Backend (.Net),"Pro
FPT IS","Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
TTS Công Nghệ Thông Tin (Có Đào Tạo),CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"Mark..., B2B, IT - Phần mềm"
Backend Developer ( .NET),CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Project Manager Dự Án AI HUB,EDUPIA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Đại H...
Flutter Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ EUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Giáo dục / ..., IT - Phần mềm"
PM Dự Án/ Project Manager,CÔNG TY CỔ PHẦN LIFETEX,"Hà Nội
4 năm",Không yêu cầu,Khác,,"4 năm kin..., IT - Phần mềm"
CTV Thiết Kế Đồ Họa (Graphic Designer),CÔNG TY CỔ PHẦN GIÁO DỤC BẢO AN,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thiết kế...
2D EVENT DESIGNER (Thiết Kế Đồ Họa Sự Kiện),CÔNG TY TNHH TRUYỀN THÔNG SỰ KIỆN WINNER,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Illustration, Marketin..."
Graphic Designer - Nhân Viên Thiết Kế,CÔNG TY TNHH KHAI NHẬT,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Marketin...
Lập Trình Viên .NET (Leader),CÔNG TY CP CÔNG NGHỆ CYBER EYE,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN DJET GROUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
Manual Tester (Core Banking),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Ngân hàng, Manual Tester, Tài c..., IT - Phần mềm"
Graphic Designer Parttime,CÔNG TY TNHH GIÁO DỤC QUỐC TẾ THALICEDU,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Project Manager An Toàn Thông Tin,CÔNG TY CỔ PHẦN FLEXTECH,"Hà Nội
1 năm",Không yêu cầu,Khác,,An ninh mạng
Manual Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Manual Tester, Nghỉ thứ 7"
Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Vuejs Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Business Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Ng...
Graphic Designer,CÔNG TY TNHH MỸ PHẨM MEISHANG VIỆT NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Marketin...
Nhân Viên Triển Khai Phần Mềm,CÔNG TY CP CÔNG NGHỆ CYBER EYE,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT - ...
Quản Lý Dự Án Công Nghệ Thông Tin - PM,CÔNG TY CP CÔNG NGHỆ CYBER EYE,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Nhân Viên Front-End Developer_SmartTV,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Nhân Viên Bảo Trì Mạng,CÔNG TY TNHH NHÀ HÀNG BA VUI,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Tuổi ..., IT - Phần mềm"
IT Support/IT Helpdesk,CÔNG TY TNHH TM & DV TRI LINH,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,
QA Engineer (Manual + Automation),CÔNG TY TNHH AEGONA,"Hồ Chí Minh (mới) & Đắk Lắk (mới)
1 năm",Không yêu cầu,Khác,,IT ...
Middle Senior Backend Developer (Golang/Python/TypeScript),CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,"Hà Nội
4 năm",Không yêu cầu,Khác,,"Bán lẻ - H..., IT - Phần mềm"
IT Support Specialist/Helpdesk,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ GIẢI TRÍ VI,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,
Nhân Viên Kiểm Soát Chất Lượng QC/ Software Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ MICROTECH,"Hà Nội
2 năm",Không yêu cầu,Khác,,Ngh...
Fullstack Developer Tiếng Anh Tốt (NodeJS/ReactJS),CÔNG TY TNHH JITS INNOVATION LABS,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Tiếng Anh Đ..., Nghỉ thứ 7"
"Backend Java Developer/ Lập Trình Viên Backend (Senior) - Dự Án Chứng Khoán, Fintech - HN/HCM",CÔNG TY TNHH GROOO INTERNATIONAL,"Hà Nội & Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,"Chứng khoá..., IT - Phần mềm"
Software QA Engineer (Remote),CÔNG TY TNHH PHẦN MỀM GIÁ TRỊ TÍNH TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,"Hà Nội & 21 nơi khác
2 năm",Không yêu cầu,Khác,,"QA Engineer, IT - Phần mềm"
Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ MICROTECH,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Java Backend,"Pro
TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL","Hà Nội
2 năm",Không yêu cầu,Khác,,"IT - Phần ..., IT - Phần mềm"
Senior AI Research Engineer (Computer Vision) Từ 4 Năm Kinh Nghiệm,CÔNG TY TNHH THỊ GIÁC META,"Hà Nội
4 năm",Không yêu cầu,Khác,,"4 nă..., Nghỉ thứ 7, AI Researcher, IT - Phần mềm"
AI Platform Engineer (Remote),CÔNG TY TNHH PHẦN MỀM GIÁ TRỊ TÍNH TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,"Hà Nội & 18 nơi khác
2 năm",Không yêu cầu,Khác,,"AI Engineer, IT - Phần mềm"
"Kỹ Sư Đảm Bảo Chất Lượng - Fresher/ Middle QA/ Tester - PHỎNG VẤN SAU TẾT - Tiếng Anh Tốt - Tại Hà Nội, Đà Nẵng - Thu Nhập Cạnh Tranh",CÔNG TY TNHH AVEPOINT VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,"An ninh mạng, Manual Tester, IT..., IT - Phần mềm"
Business Analyst (HRM/ MKT/ Product Game) - Fresher/Junior,SONATGAME STUDIO,"Hà Nội
1 năm",Không yêu cầu,Khác,,IT...
Lập Trình Viên .NET,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ THIÊN HOÀNG,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
AI Engineer (Middle),CÔNG TY TNHH ATHENA AI,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,AI Engineer
PHP Developer ERP Cross-Border – YII – Tiếng Trung,CÔNG TY TNHH DUDU VIỆT NAM,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Thương mại..., IT - Phần mềm"
Designer/Retoucher Thẩm Mỹ,MĂNG BEAUTY STUDIO,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Chăm sóc...
"Giám Đốc Sản Phẩm (Product Director) [Hà Nội] - Thu Nhập Cạnh Tranh, Từ 5 Năm Kinh Nghiệm Mảng Công Nghệ Thông Tin",CÔNG TY CỔ PHẦN TẬP ĐOÀN MEEY LAND,"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,IT - Phần m...
Technical Leader (PHP/Laravel),CÔNG TY CỔ PHẦN VIETEZ VIỆT NAM,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Process Quality Assurance (PQA),CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,An ninh m...
Tester Game Chỉ Tuyển Nữ Thu Nhập Từ 8 - 15 Triệu,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Game, Game Tester, Nghỉ thứ 7, Dư..., IT - Phần mềm"
Software Tester (Yêu Cầu Automation) | Từ 2 Năm Kinh Nghiệm | Giải Pháp Công Nghệ Giáo Dục,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Business Analyst (Level Middle Trở Lên),"Pro
TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL","Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
Nhân Viên Kinh Doanh Phần Mềm CRM (Nghỉ T7 - CN),CÔNG TY CỔ PHẦN CÔNG NGHỆ GETFLY VIỆT NAM,"Hà Nội & Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Unity Developer Mobile Game Đi Làm Ngay,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ PHẦN MỀM GENI GLOBAL,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Chuyên Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN VĂN PHÚ,"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,IT...
Bussiness Analyst (BA)/ Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN LIFETEX,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT...
Senior Business Analyst - Kho/WMS (Ecommerce/Fulfillment),CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,"Hà Nội
4 năm",Không yêu cầu,Khác,,Kh...
Senior Business Analyst,CÔNG TY CỔ PHẦN PT HUB,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
Full-Stack Developer,BSS GROUP,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Thương mại..., IT - Phần mềm"
Senior Business Analyst (Ecommerce Website (Cosmetics Retail)),CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,"Hà Nội
4 năm",Không yêu cầu,Khác,,IT...
Backend Developer (Golang) | Giải Pháp Công Nghệ Giáo Dục,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên Kinh Doanh Sản Phẩm CNTT,CÔNG TY CỔ PHẦN PT HUB,"Hà Nội
3 năm",Không yêu cầu,Khác,,"IT ..., Direct Sales, B2B, B2G"
Junior Scrum Master - Shopify App Development (Salary Up To 30M),CÔNG TY CỔ PHẦN CÔNG NGHỆ SECOMUS,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Scrum Master, IT - Phần mềm"
Graphic Design / Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN QUẢN LÝ LANCASTER LEGACY,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Nhà hàng...
System Engineer (Tư Vấn),SVTECH,Thỏa thuận,Không yêu cầu,Khác,,An ninh mạng
Nhân Viên Tư Vấn Marketing,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ANHI SOLUTION,Thỏa thuận,Không yêu cầu,Khác,,"Telesales, Direct Sales"
Network Engineer (Kỹ Sư Triển Khai Mạng) - ISP,SVTECH,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,An ninh mạng
Nhân Viên Thiết Kế Đồ Họa (Graphic Designer),CN TẠI MIỀN NAM - CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Designer,CÔNG TY CỔ PHẦN KÍNH AN TOÀN VIỆT NHẬT,"Hưng Yên (mới) & 2 nơi khác
2 năm",Không yêu cầu,Khác,,2 năm ki...
Thực Tập Sinh Sáng Tạo Nghệ Thuật CEm Studio,CÔNG TY TNHH DỊCH VỤ HÌNH ẢNH SỐ CM,Thỏa thuận,Không yêu cầu,Khác,,"Concept Artist, Tuổi 19 - 26"
Senior Graphic Designer – Delivery (Express & Food),CÔNG TY CỔ PHẦN DI CHUYỂN XANH VÀ THÔNG MINH GSM,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Marketin...
Automation Test (Hà Nội),"Pro
NGÂN HÀNG TMCP AN BÌNH","Hà Nội
3 năm",Không yêu cầu,Khác,,"Kỹ thuật IT, IT ..."
Nhân Viên Thiết Kế,CÔNG TY TNHH THUẬN LÊ,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Thiết kế...
Thiết Kế Đồ Hoạ (TMĐT),CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI PHẠM LÊ,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm ki...
Android Engineer - OB Sớm,CÔNG TY TNHH GIẢI PHÁP PHÂN TÍCH DỮ LIỆU INSIGHT DATA,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên It Helpdesk,CÔNG TY CỔ PHẦN NHA TRANG SEAFOODS - F.89,"Cần Thơ (mới) & An Giang (mới)
1 năm",Không yêu cầu,Khác,,
Chuyên Viên IT Security,CÔNG TY CỔ PHẦN NHA TRANG SEAFOODS - F.89,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"An ninh mạng, IT - ..."
Firmware Engineer,CÔNG TY TNHH TRACE-TEC VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,Sản xuấ...
Nhân Viên Graphic Design (Social/Multimedia),CÔNG TY CỔ PHẦN D1 CONCEPTS,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thực phẩ...
Global Project Manager (English),CÔNG TY CP PHẦN MỀM MOR,"Hà Nội & Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Lập Trình Viên Web,CÔNG TY TNHH K-GROUP GLOBAL,"Nghệ An
1 năm",Không yêu cầu,Khác,,"IT Consultant, IT - Phần mềm"
Graphic Designer,CÔNG TY TNHH PHẦN MỀM MIENTAY MEDIA,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Marketin...
Senior Designer,CÔNG TY TNHH QUỐC TẾ QUẢNG CÁO TRUYỀN THÔNG INCA,"Hà Nội & Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Thiết kế...
2D Artist Game,CÔNG TY CỔ PHẦN GAMEE,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Game, Concept Artist, Nghỉ thứ 7"
Nhân Viên Quản Trị Cơ Sở Dữ Liệu (DBA),"Pro
CÔNG TY CP GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY)","Hà Nội
3 năm",Không yêu cầu,Khác,,
Vuejs Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Junior Graphic Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ZENS,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Thiết kế...
Thực Tập Sinh Phân Tích Và Triển Khai Nghiệp Vụ,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,Thỏa thuận,Không yêu cầu,Khác,,IT - ...
Thực Tập Sinh Giám Sát An Ninh Mạng,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,"An ninh mạng, IT..."
Data Analyst,"Pro
FPT IS","Hà Nội
3 năm",Không yêu cầu,Khác,,"Đ..., Data Analyst, Nghỉ thứ 7"
Chuyên Viên Tư Vấn Và Triển Khai ERP,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ARITO,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Tài chính, IT Consultant, Kế toán, IT - Phần m..."
Android Developer,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Hà Nội
4 năm",Không yêu cầu,Khác,,"4..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Thiết Kế Đồ Họa 2D,CÔNG TY VÀNG - BẠC - ĐÁ QUÝ HUY THÀNH,"Hà Nội
1 năm",Không yêu cầu,Khác,,1 năm ki...
Graphic Design Intern,CÔNG TY TNHH LỬA Á CHÂU,Thỏa thuận,Không yêu cầu,Khác,,Nghỉ thứ...
Art Director,CÔNG TY CỔ PHẦN TRUYỀN THÔNG MADDONE,"Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,Marketin...
Chuyên Viên Xử Lý & Kiểm Tra Dữ Liệu – JP N2,CÔNG TY CỔ PHẦN CÔNG NGHỆ SABI,Thỏa thuận,Không yêu cầu,Khác,,IT - ...
Kỹ Sư Lập Trình PLC - Thiết Kế Bản Vẽ Điện,CÔNG TY TNHH OYD ELECTRONIC VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,Điệ...
Fresher Sales Support - IT Software - Japan Market,CÔNG TY CỔ PHẦN CÔNG NGHỆ SABI,Thỏa thuận,Không yêu cầu,Khác,,
Thực Tập Sinh Thiết Kế,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG IIT,Thỏa thuận,Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Nhập Dữ Liệu,CÔNG TY TNHH IA- DATA TECH VIETNAM,Thỏa thuận,Không yêu cầu,Khác,,IT - ...
Thực Tập Sinh Lập Trình (Mảng IOT),CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ CHUYỂN GIAO CÔNG NGHỆ VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,
Nhân Viên Chỉnh Sửa Hình Ảnh,CT TNHH SIMATAI VIET NAM,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Thiết kế...
Fullstack Developer (C/C++/C#/Python/SQL) - Hai Phong,CÔNG TY TNHH LG CNS VIỆT NAM,"Hải Phòng (mới)
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Fullstack Developer (C#),CÔNG TY TNHH LG CNS VIỆT NAM,"Hải Phòng (mới)
5 năm",Không yêu cầu,Khác,,"Điện toá..., IT - Phần mềm"
Chuyên Viên Thiết Kế Đồ Hoạ,CÔNG TY CỔ PHẦN NHÀ PHƯƠNG NAM VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm ki...
CV Quản Lý Dự Án Mảng Digital Bank (Junior/Middle IT PM),"Pro
CÔNG TY TÀI CHÍNH TỔNG HỢP CỔ PHẦN TÍN VIỆT","Hồ Chí Minh (mới) & Hà Nội
2 năm",Không yêu cầu,Khác,,"Tài chính, IT -..., Ngân hàng"
Manual Test,NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ ..., Ngân hàng, Manual Tester, IT - Phần mềm"
Senior Backend Developer (Golang / .Net Core),CÔNG TY TNHH TRUYỀN HÌNH FPT,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,
Web Developer (Junior),CÔNG TY CỔ PHẦN CÔNG NGHỆ SMILE,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Điện toán ..., IT - Phần mềm"
Nhân Viên Kỹ Thuật Hỗ Trợ Và Quản Trị Hạ Tầng,CÔNG TY CỔ PHẦN SABOGAME,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Công ng..., IT - Phần mềm"
Kỹ Sư Giải Pháp Hệ Thống/Mạng,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ÁNH SÁNG,"Hà Nội
3 năm",Không yêu cầu,Khác,,An ninh mạng
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ DỊCH VỤ MY WAY,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm ki...
Chuyên Viên Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ THIÊN HOÀNG,"Hà Nội
4 năm",Không yêu cầu,Khác,,Ng...
Intern DevOps/Infrastructure/Cybersecurity,CÔNG TY TNHH SETA INTERNATIONAL VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,IT - Phần mềm
Quản Trị Hệ Thống (System Administrator - Data),CÔNG TY CỔ PHẦN VCCORP,"Hà Nội
1 năm",Không yêu cầu,Khác,,Đại...
